"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"666","Martin Pospisil","CGY","C","62","788","8","15","7","8","23","57.50","114","7.02","12.2","197","157","121","60","13","19","103","35","29","3","3","22","23","26","222","75","22","23","28","45.10"
"711","Bobby Brink","PHI","R","57","786.2","11","12","9","3","23","63.89","81","13.58","11.02","155","114","87","42","4","17","10","5","5","0","0","14","12","10","27","67","24","4","3","57.14"
"733","Simon Holmstrom","NYI","R","74","983.13333333333","14","9","9","0","23","58.97","71","19.72","8.62","151","114","90","45","9","6","14","7","7","0","0","8","19","52","17","54","45","6","13","31.58"
"736","Jordan Spence","L.A","D","70","1008.95","2","21","13","8","23","40.35","79","2.53","3.58","195","110","66","13","2","24","12","5","5","0","0","3","18","6","59","91","55","0","0","-"
"762","Cole Smith","NSH","L","80","1095.15","9","14","7","7","23","57.50","112","8.04","14.61","194","149","135","77","11","21","63","20","14","5","1","20","26","36","208","130","32","5","12","29.41"
"802","Alex Laferriere","L.A","R","80","1054.7333333333","12","11","7","4","23","58.97","143","8.39","16.21","310","231","172","72","6","32","46","20","18","2","0","18","26","21","103","108","27","7","6","53.85"
"5","Corey Perry","CHI, EDM","R","52","693.45","12","10","6","4","22","56.41","80","15.00","11.5","140","117","94","59","4","19","46","17","13","4","0","14","20","14","39","71","16","0","1","0.00"
"24","Kyle Okposo","BUF, FLA","R","67","894.63333333333","12","10","7","3","22","66.67","115","10.43","12.59","195","154","117","63","6","22","34","13","12","0","1","8","12","20","62","54","35","131","144","47.64"
"97","Casey Cizikas","NYI","C","69","959.86666666667","9","13","5","8","22","73.33","79","11.39","9.62","134","105","85","51","9","16","22","11","11","0","0","13","25","24","120","90","68","345","300","53.49"
"105","Nic Dowd","WSH","C","64","972.96666666667","12","10","6","4","22","66.67","61","19.67","8.98","103","86","73","35","4","10","47","20","19","1","0","15","30","46","112","66","72","493","531","48.14"
"210","Jacob Trouba","NYR","D","69","1465.95","3","19","10","9","22","39.29","129","2.33","5.76","271","164","79","14","11","33","73","24","19","3","2","16","33","13","174","61","183","0","0","-"
"271","Michael McCarron","NSH","R","70","893.68333333333","12","10","6","4","22","57.89","94","12.77","12.22","168","143","114","65","8","15","100","26","15","8","3","21","17","23","130","87","55","357","314","53.20"
"332","Kasperi Kapanen","STL","R","72","1033.85","6","16","11","5","22","57.89","96","6.25","10.41","181","145","81","37","13","8","14","7","7","0","0","11","16","36","55","60","27","13","25","34.21"
"447","Jalen Chatfield","CAR","D","72","1094.2","8","14","4","10","22","44.00","90","8.89","4.38","213","142","44","11","5","21","24","12","12","0","0","9","30","23","50","105","66","0","0","-"
"692","Brett Leason","ANA","R","67","870.8","11","11","6","5","22","84.62","91","12.09","7.88","171","128","79","35","8","17","14","7","7","0","0","4","16","19","74","64","65","13","23","36.11"
"770","Kaiden Guhle","MTL","D","70","1459.55","6","16","7","9","22","36.67","95","6.32","4.4","190","128","54","9","4","12","56","25","23","2","0","11","43","25","106","129","178","0","0","-"
"799","Hendrix Lapierre","WSH","C","51","583.3","8","14","4","10","22","68.75","51","15.69","5.54","96","78","51","28","3","5","4","1","1","0","0","8","19","19","25","37","31","105","175","37.50"
"10","Blake Wheeler","NYR","R","54","686.75","9","12","4","8","21","63.64","83","10.84","9.03","144","116","75","31","3","5","23","10","9","1","0","4","21","16","23","32","31","38","24","61.29"
"95","Marcus Foligno","MIN","L","55","795.86666666667","9","12","8","4","21","72.41","54","16.67","7.6","106","82","71","40","4","6","59","19","12","7","0","18","18","26","152","38","40","7","11","38.89"
"111","Calle Jarnkrok","TOR","C","52","793.43333333333","10","11","8","3","21","45.65","92","10.87","11.49","167","128","106","55","6","17","18","9","9","0","0","12","11","16","43","74","13","65","67","49.24"
"215","Oskar Sundqvist","STL","C","71","940.73333333333","6","15","11","4","21","63.64","68","8.82","10.44","136","112","78","42","4","8","32","16","16","0","0","23","13","26","68","68","49","247","342","41.94"
"348","Jake Walman","DET","D","63","1245.4666666667","12","9","2","7","21","33.33","108","11.11","4.65","254","160","55","11","8","22","44","18","17","0","1","18","27","18","37","25","151","0","0","-"
"475","Beck Malenstyn","WSH","L","81","1153.7333333333","6","15","12","3","21","56.76","98","6.12","10.68","177","140","102","59","9","17","25","11","10","1","0","19","20","30","223","152","93","23","28","45.10"
"536","Mario Ferraro","S.J","D","77","1764.9666666667","3","18","9","9","21","33.33","123","2.44","5.36","266","167","72","16","8","21","36","18","18","0","0","8","30","24","99","94","192","0","0","-"
"601","Alexey Toropchenko","STL","R","81","1012.0333333333","14","7","5","2","21","72.41","113","12.39","14.4","177","145","120","74","10","18","30","15","15","0","0","18","13","21","145","92","54","0","3","0.00"
"663","Alexander Romanov","NYI","D","80","1668.8","7","14","6","8","21","27.63","117","5.98","3.95","256","163","61","7","5","17","20","10","10","0","0","7","50","25","143","143","168","0","0","-"
"682","Egor Zamula","PHI","D","66","1059.75","5","16","7","9","21","38.89","61","8.20","2.27","177","95","48","3","2","17","32","16","16","0","0","6","22","17","30","65","79","0","0","-"
"803","Will Cuylle","NYR","L","81","901.16666666667","13","8","4","4","21","63.64","120","10.83","12.85","208","158","125","64","9","22","56","18","13","4","1","18","18","13","219","88","26","2","8","20.00"
"85","Dmitry Kulikov","FLA","D","76","1255.0833333333","1","19","12","7","20","38.46","74","1.35","4.24","186","116","53","7","6","12","53","21","19","1","1","16","47","22","120","125","84","0","0","-"
"96","Craig Smith","DAL","C","74","756.68333333333","11","9","4","5","20","68.97","112","9.82","10.46","216","166","104","45","9","20","33","14","13","1","0","7","23","22","45","64","28","1","3","25.00"
"101","Ben Chiarot","DET","D","77","1522.8833333333","5","15","9","6","20","27.78","107","4.67","4.49","232","153","50","9","6","12","56","28","28","0","0","13","33","18","142","130","167","0","0","-"
"107","Brenden Dillon","WPG","D","77","1443.0833333333","8","12","4","8","20","30.77","79","10.13","2.84","205","121","52","8","3","27","82","29","21","8","0","12","28","6","220","93","111","0","0","-"
"236","Josh Anderson","MTL","R","78","1206.15","9","11","7","4","20","39.22","141","6.38","18.96","277","224","172","90","8","22","74","27","22","4","1","31","20","21","154","68","40","15","16","48.39"
"300","Nikita Zadorov","CGY, VAN","D","74","1289.6333333333","6","14","11","3","20","41.67","89","6.74","3.44","249","153","57","7","10","12","111","37","28","7","2","13","32","17","151","82","67","0","0","-"
"434","Alexandre Carrier","NSH","D","73","1372.4166666667","4","16","7","9","20","32.79","77","5.19","4.38","175","120","68","8","5","3","44","22","22","0","0","13","22","16","58","170","137","0","0","-"
"565","Henri Jokiharju","BUF","D","74","1404.5166666667","3","17","9","8","20","31.25","84","3.57","3.6","197","120","54","7","1","11","24","12","12","0","0","6","29","18","82","103","106","0","0","-"
"575","Erik Brannstrom","OTT","D","76","1260.9166666667","3","17","7","10","20","41.67","77","3.90","4.64","175","106","50","10","8","13","36","14","13","0","1","4","52","22","42","94","110","0","0","-"
"655","Michael Kesselring","ARI","D","64","1008.7833333333","5","15","7","8","20","38.46","74","6.76","3.25","194","132","47","8","5","18","66","26","23","2","1","11","28","14","99","84","56","0","0","-"
"720","Philip Tomasino","NSH","C","41","515.53333333333","7","13","7","6","20","80.00","62","11.29","6.85","112","86","75","26","3","18","15","6","5","1","0","6","28","16","8","52","18","3","16","15.79"
"17","Andrew Cogliano","COL","C","74","783.51666666667","6","13","10","3","19","67.86","61","9.84","5.19","101","80","53","21","3","10","16","8","8","0","0","18","14","12","30","46","39","54","106","33.75"
"27","Cal Clutterbuck","NYI","R","81","959.41666666667","7","12","8","4","19","67.86","57","12.28","7.7","105","87","68","33","8","12","32","12","11","0","1","13","21","26","237","54","54","13","20","39.39"
"76","Jakob Silfverberg","ANA","R","80","1044.55","7","12","6","6","19","47.50","102","6.86","10.05","194","149","90","41","5","11","24","12","12","0","0","13","25","22","14","67","35","17","33","34.00"
"109","Chris Tanev","CGY, DAL","D","74","1457.1333333333","2","17","8","9","19","26.76","55","3.64","1.29","114","74","24","2","0","5","24","12","12","0","0","6","38","25","41","146","206","0","0","-"
"144","Jesper Fast","CAR","R","73","920.13333333333","6","13","9","4","19","76.00","79","7.59","12.39","133","108","101","68","3","15","16","8","8","0","0","13","16","25","69","102","23","7","9","43.75"
"212","Radek Faksa","DAL","C","73","913.38333333333","7","12","10","2","19","54.29","67","10.45","9.86","147","116","82","47","7","17","20","10","10","0","0","8","19","29","86","130","42","280","235","54.37"
"256","Jonny Brodzinski","NYR","C","57","634.26666666667","6","13","5","8","19","65.52","89","6.74","7.92","175","127","85","34","11","19","8","4","4","0","0","8","17","19","31","48","24","162","161","50.15"
"394","Christian Fischer","DET","R","79","901.13333333333","5","14","8","6","19","55.88","86","5.81","9.43","139","117","83","43","5","22","36","15","13","2","0","17","21","11","117","46","32","88","130","40.37"
"474","Brett Howden","VGK","C","71","935.86666666667","8","11","9","2","19","50.00","75","10.67","9.26","129","104","87","42","5","15","29","13","12","1","0","11","20","30","76","71","51","164","200","45.05"
"495","Mikhail Sergachev","T.B","D","34","766.9","2","17","9","8","19","52.78","53","3.77","2.86","141","81","35","1","1","9","16","8","8","0","0","4","18","7","31","24","70","0","0","-"
"497","Michael McLeod","N.J","C","45","680.76666666667","10","9","4","5","19","51.35","73","13.70","9.42","125","101","68","41","4","12","10","5","5","0","0","12","18","20","82","52","22","424","227","65.13"
"584","Jan Rutta","S.J","D","69","1360.7166666667","5","14","6","8","19","50.00","69","7.25","3.71","202","103","45","6","4","20","38","15","14","0","1","6","16","14","55","46","110","0","0","-"
"649","Nils Lundkvist","DAL","D","58","826.5","2","17","11","6","19","39.58","73","2.74","2.51","176","104","40","1","1","20","16","8","8","0","0","0","20","4","40","88","38","0","0","-"
"712","Kaapo Kakko","NYR","R","61","810.03333333333","13","6","4","2","19","59.38","91","14.29","8.5","170","129","78","37","3","12","24","10","10","0","0","8","16","17","23","57","18","13","10","56.52"
"747","Valtteri Puustinen","PIT","R","51","600.96666666667","4","15","10","5","19","61.29","83","4.82","8.11","144","110","74","33","4","17","6","3","3","0","0","2","14","18","37","29","33","1","3","25.00"
"757","Tye Kartye","SEA","L","76","899.21666666667","10","9","4","5","19","70.37","108","9.26","11.59","222","166","125","58","6","15","37","13","11","1","1","16","9","24","185","72","27","41","46","47.13"
"765","Braden Schneider","NYR","D","82","1303.9833333333","5","14","5","9","19","31.15","95","5.26","4.49","211","130","61","13","5","22","16","8","8","0","0","5","39","25","145","177","133","0","0","-"
"777","Jack Quinn","BUF","R","27","422.31666666667","9","10","5","5","19","86.36","56","16.07","8.34","109","85","58","21","3","11","8","4","4","0","0","2","7","9","23","42","12","3","6","33.33"
"884","Simon Nemec","N.J","D","60","1190.15","3","16","13","3","19","32.76","73","4.11","5.16","201","112","65","17","5","27","33","15","14","1","0","11","25","18","19","61","105","0","0","-"
"108","Radko Gudas","ANA","D","65","1263.35","6","12","4","8","18","33.33","87","6.90","2.83","214","141","30","3","12","15","126","44","37","4","3","23","39","12","201","85","151","0","0","-"
"156","Sean Kuraly","CBJ","C","62","851.58333333333","9","9","7","2","18","64.29","93","9.68","8.84","167","126","80","34","6","19","40","20","20","0","0","16","16","16","135","48","34","272","293","48.14"
"172","Adam Larsson","SEA","D","80","1836.15","4","14","5","9","18","27.69","128","3.13","6.44","300","184","92","18","10","28","55","20","18","1","1","11","18","21","144","76","151","0","0","-"
"202","Olli Maatta","DET","D","72","1155.8833333333","4","14","4","10","18","37.50","48","8.33","2.47","123","72","30","7","1","5","14","7","7","0","0","7","37","15","51","132","96","0","0","-"
"254","Connor Clifton","BUF","D","79","1307.9166666667","4","14","8","6","18","31.58","77","5.19","4.44","159","111","36","10","5","16","66","23","17","6","0","17","24","27","177","158","117","0","0","-"
"299","Ryan Pulock","NYI","D","57","1285","5","13","5","8","18","31.58","88","5.68","3.31","205","130","47","1","7","23","12","6","6","0","0","3","29","20","89","81","146","0","0","-"
"316","Aaron Ekblad","FLA","D","51","1064","4","14","6","8","18","31.03","98","4.08","6.16","226","151","63","12","4","22","50","21","20","0","1","6","26","14","72","44","59","0","0","-"
"395","Keegan Kolesar","VGK","R","78","848.36666666667","8","10","7","3","18","62.07","72","11.11","7.21","140","104","83","37","6","7","49","17","12","5","0","10","20","22","250","98","41","6","9","40.00"
"456","Luke Kunin","S.J","C","76","1197.35","11","7","7","0","18","60.00","97","11.34","11.81","194","145","114","58","6","22","81","27","18","9","0","28","15","22","143","60","58","213","258","45.22"
"491","Samuel Girard","COL","D","59","1143.5","3","15","9","6","18","32.14","73","4.11","3.72","189","105","58","7","2","15","10","5","5","0","0","7","32","23","70","65","99","0","0","-"
"545","Mikey Anderson","L.A","D","73","1507.6666666667","2","16","8","8","18","30.00","88","2.27","4.54","204","131","61","12","3","17","18","9","9","0","0","12","26","14","120","126","128","0","0","-"
"569","Dylan Samberg","WPG","D","77","1196.2833333333","1","17","10","7","18","45.00","77","1.30","2.11","180","108","35","2","2","12","43","16","14","1","1","8","36","26","61","114","107","0","0","-"
"593","Noah Cates","PHI","L","59","814.03333333333","6","12","6","6","18","64.29","78","7.69","8.93","157","113","84","40","5","23","0","0","0","0","0","9","5","33","48","67","35","147","183","44.55"
"602","Morgan Barron","WPG","C","80","839.75","11","7","3","4","18","60.00","94","11.70","9.5","149","121","79","38","10","9","23","10","9","1","0","9","10","26","120","74","45","62","72","46.27"
"609","Parker Kelly","OTT","L","80","936.53333333333","8","10","5","5","18","62.07","86","9.30","8.81","179","126","88","37","10","12","30","15","15","0","0","23","20","34","154","114","67","11","35","23.91"
